Site,Plant,Sex,Individual,PhenotypeA,PhenotypeB
Site 29,3,Female,19,2.1133427934197355,4.61303349718664
Site 29,3,Male,20,1.4109211776230306,4.272342179903357
Site 29,4,Male,1,2.190500906614816,3.5820776582835703
Site 29,4,Female,2,2.1690358573500874,3.7416309787705275
Site 29,4,Female,3,2.1621656689598234,3.4961329424746355
Site 29,4,Male,4,1.683561606333157,4.002915824530287
Site 29,4,Male,5,2.6207683312770063,3.908872744053824
Site 29,4,Male,6,1.7067942951512052,4.6657627822486285
Site 29,4,Female,7,1.305504999307245,3.843624855191862
Site 29,4,Female,8,3.3849219283696548,3.405541849721129
Site 29,4,Male,9,2.2222422301875007,4.1787923586192655
Site 29,4,Female,10,2.035679332538103,3.7924511488349406
Site 29,4,Female,11,2.3824606638227377,3.197484863701953
Site 29,4,Female,12,2.296137998256953,3.230835446131712
Site 29,4,Male,13,1.9711630706315444,3.8657298059978227
Site 29,4,Male,14,2.4657158851000793,3.931717132010971
Site 29,4,Male,15,2.687052007291049,2.9956238489920533
Site 29,4,Female,16,2.9708743350063664,3.9010478921347937
Site 29,4,Male,17,2.905188885566421,3.4468391748935883
Site 29,4,Female,18,3.128049864940421,3.663179047108615
Site 29,4,Male,19,1.6026112188657653,3.632087911814761
Site 29,4,Male,20,2.0258207261869305,3.9652749520713617
Site 29,5,Male,1,2.208121601165358,4.453619388504846
Site 29,5,Male,2,1.4662910854111693,4.167979412314574
Site 29,5,Female,3,1.5835385576594065,4.249727320131359
Site 29,5,Male,4,1.8778595257324544,3.865197755247323
Site 29,5,Male,5,2.2245175451809014,4.381244285703536
Site 29,5,Male,6,2.947194608810226,4.26905499122709
Site 29,5,Male,7,2.553496327036865,4.188066495464229
Site 29,5,Male,8,2.261865126289651,3.6120574943831567
Site 29,5,Female,9,2.488406447021101,3.593884412061073
Site 29,5,Female,10,2.4543042370612405,5.265816703909486
Site 29,5,Male,11,3.278995685351398,4.246132602051543
Site 29,5,Female,12,1.796095582695861,3.3492406752769863
Site 29,5,Female,13,2.6886589463088852,3.896194357671106
Site 29,5,Female,14,1.7688377037252063,3.67564130233703
Site 29,5,Female,15,3.1881801760957895,3.0834549858375073
Site 29,5,Male,16,2.088885636900035,3.6842282040962506
Site 29,5,Male,17,2.435027333462756,4.051410374607471
Site 29,5,Female,18,2.5481120497601313,3.519495629743239
Site 29,5,Male,19,2.3578426587060624,3.959113453526852
Site 29,5,Male,20,2.971811988032119,4.119042836113653
Site 30,1,Female,1,1.3970055233778815,3.955174869365249
Site 30,1,Male,2,0.5741835361585932,4.197641603396255
Site 30,1,Male,3,0.8285740736366781,4.4903412769345215
Site 30,1,Male,4,0.7802483628648414,4.016176945747189
Site 30,1,Male,5,0.036435848434148876,4.026876274524231
Site 30,1,Female,6,-0.61696603002043,4.238027360716286
Site 30,1,Male,7,0.22168805676042685,4.16063946919331
Site 30,1,Female,8,0.9072124295079851,4.258004966637198
Site 30,1,Male,9,0.1972254430026359,4.020249887856895
Site 30,1,Male,10,-0.006612629305236872,3.887375708978068
Site 30,1,Male,11,1.9488516461740721,4.006163819407753
Site 30,1,Female,12,0.002664481521720885,4.571584446686681
Site 30,1,Male,13,0.32895465470203433,3.8816689064794287
Site 30,1,Female,14,-0.06700201381239823,4.252770849912874
Site 30,1,Female,15,0.4023970454312968,3.7606428315630973
Site 30,1,Male,16,-0.20344260281305704,4.2710110194328985
Site 30,1,Female,17,0.16175668982155728,4.1279894803338255
Site 30,1,Female,18,0.7290891672544474,3.8344877964432182
Site 30,1,Male,19,0.7053854433223057,3.898835741514856
Site 30,1,Male,20,0.12307949677659347,3.763884474237119
Site 30,2,Male,1,0.5795959714113096,3.5276545979142453
Site 30,2,Male,2,-0.24215887423317506,4.008053947631485
Site 30,2,Male,3,1.4062031940931214,3.570115345380729
Site 30,2,Male,4,0.8017432661120665,3.86577294414237
Site 30,2,Male,5,0.6165932724748635,4.218931199544968
Site 30,2,Female,6,0.6118278618929962,4.200668045273539
Site 30,2,Male,7,0.2673835710712942,3.9058286582939568
Site 30,2,Female,8,0.188641339261867,4.326743491411919
Site 30,2,Male,9,0.6789947724848839,4.011433771591689
Site 30,2,Male,10,-0.09216496738402702,3.7934314902256077
Site 30,2,Male,11,0.2867909018537581,3.990299522746311
Site 30,2,Female,12,0.6148513620626642,4.176125145827129
Site 30,2,Male,13,0.4792339015198376,3.782970623262492
Site 30,2,Female,14,0.5589122768198711,4.281115390965996
Site 30,2,Female,15,0.33885473386097237,3.9310331356612953
Site 30,2,Female,16,1.215094908888248,3.924344580437279
Site 30,2,Male,17,0.14861900875007272,3.8185277704174263
Site 30,2,Male,18,0.36840551340213556,4.218694937704142
Site 30,2,Female,19,0.4448123936671969,4.043420867294087
Site 30,2,Male,20,0.2906047466079108,3.9870542206411597
Site 30,3,Female,1,0.935870587720975,3.9099152604442007
Site 30,3,Male,2,1.2376248771030882,3.9566015641277104
Site 30,3,Male,3,-0.4995726934546819,4.241410734601239
Site 30,3,Female,4,0.6349644078602554,4.086491548384535
Site 30,3,Female,5,0.5132360177548428,4.20576776775836
Site 30,3,Female,6,0.9056727901445183,4.05754369021739
Site 30,3,Female,7,0.5090747173075966,3.9231347731765247
Site 30,3,Male,8,-0.6872667331522293,4.044070840773012
Site 30,3,Female,9,1.0115752127059587,3.797529687259559
Site 30,3,Female,10,0.8391982553884689,4.282365390206507
Site 30,3,Male,11,-0.27662038813518175,4.113557184922438
Site 30,3,Male,12,1.4874538646786926,4.212583507762582
Site 30,3,Female,13,0.4694592343403484,4.065274437859779
Site 30,3,Female,14,0.5511656932241874,3.818099013290461
Site 30,3,Male,15,1.8799799613387294,4.193532322437408
Site 30,3,Female,16,0.7622973629765661,4.394143819770832
Site 30,3,Female,17,-0.31916414353246425,4.080796221838967
Site 30,3,Female,18,0.3829164866664073,3.9208847003455043
Site 30,3,Male,19,0.41233409923877035,4.277304098228223
Site 30,3,Male,20,1.1240635481673236,4.40853133234951
Site 30,4,Female,1,-0.3908696042791183,4.069012878283261
Site 30,4,Male,2,0.440061996642899,3.9995303612080346
Site 30,4,Male,3,0.2781039002419909,4.446086194795043
Site 30,4,Female,4,1.5646400757989578,4.009369090555196
Site 30,4,Male,5,0.27908274729670257,4.137359629445847
Site 30,4,Male,6,1.6232694238734198,3.988237758430683
Site 30,4,Female,7,1.2616232334357038,4.118429547342711
Site 30,4,Female,8,0.5269746650835143,4.5414377147237355
Site 30,4,Male,9,-0.22458883719662381,4.156143007853384
Site 30,4,Female,10,0.6588560810647837,4.013453226799604
Site 30,4,Female,11,0.4753960952061569,4.478544965465017
Site 30,4,Male,12,-0.35411152646146105,3.886853361177237
Site 30,4,Male,13,1.64852219885666,3.8695754669438513
Site 30,4,Female,14,-0.8069695389476892,3.904077763111639
Site 30,4,Female,15,0.27531308612092087,4.210683507402365
Site 30,4,Male,16,0.661992071866307,4.377683262636905
Site 30,4,Female,17,0.027134340941858348,3.950311194627544
Site 30,4,Female,18,1.4303770913794205,4.084072184790615
Site 30,4,Female,19,0.4100348447730498,3.9740051556924003
Site 30,4,Female,20,0.044328651383222506,3.823364709825628
Site 30,5,Female,1,0.8252387883302481,4.273043589205605
Site 30,5,Male,2,0.242662726990037,3.7095686791642963
Site 30,5,Female,3,0.572483120699819,3.740792740086312
Site 30,5,Female,4,0.3707136104118614,4.179757197792645
Site 30,5,Female,5,0.5159157213226402,4.202457258095318
Site 30,5,Male,6,1.2961749172946064,4.085081153345922
Site 30,5,Female,7,1.317863900305805,4.120099473839758
Site 30,5,Female,8,-0.0678328351776124,4.082802788812132
Site 30,5,Male,9,1.4151211946906062,4.13101325339286
Site 30,5,Female,10,1.1308881391495231,3.848470232985185
Site 30,5,Female,11,0.8062215540708686,4.132096483772387
Site 30,5,Male,12,-0.044730072988337644,4.1899729461455255
Site 30,5,Male,13,0.4807776791883383,4.211642624019412
Site 30,5,Female,14,0.03838101339006039,3.8175140902585354
Site 30,5,Male,15,-0.25179625251684323,4.037380812146948
Site 30,5,Female,16,1.2886900941043806,4.316712781043686
Site 30,5,Male,17,0.5979577803090201,4.212894954152493
Site 30,5,Male,18,0.22837022498564813,3.9862009290800113
Site 30,5,Female,19,0.5097971028387059,3.7466659855516404
Site 30,5,Female,20,-0.3543288046087729,4.076815864707325
Site 31,1,Male,1,1.2829980946672044,3.3162958999878422
Site 31,1,Female,2,2.1615748909807135,3.5325659045393385
Site 31,1,Male,3,1.406676123070588,3.3777026108115824
Site 31,1,Female,4,1.957253125817839,4.177636458887983
Site 31,1,Female,5,2.5542593787448746,3.49078396092642
Site 31,1,Male,6,1.4724349687090208,4.4245675403201785
Site 31,1,Male,7,1.5966323435956538,3.3007427660636095
Site 31,1,Male,8,1.3302528969615586,4.439252240843254
Site 31,1,Male,9,1.7453601224181814,2.8902122206064598
Site 31,1,Female,10,2.4879588847237364,3.6504666882242587
Site 31,1,Male,11,0.9360184201032813,3.905543114229475
Site 31,1,Female,12,1.2485084173616632,4.724291410982135
Site 31,1,Male,13,1.654345734945335,3.949950925000737
Site 31,1,Male,14,1.4640580698897616,4.107950956750812
Site 31,1,Female,15,1.9045973901513378,4.031157851949906
Site 31,1,Female,16,2.8296163388914057,3.790469696059956
Site 31,1,Female,17,1.2036947396349338,3.53352794542538
Site 31,1,Female,18,1.952855630561032,4.660400963909174
Site 31,1,Male,19,1.8342121383034466,3.3150537976695826
Site 31,1,Female,20,1.5717611616744096,3.735330825502317
Site 31,2,Female,1,1.6180626403170801,4.342801814672479
Site 31,2,Male,2,1.8334818974821885,4.761661904912366
Site 31,2,Male,3,1.9664854459322334,3.320082710053109
Site 31,2,Female,4,2.307148746291415,3.6837149936114866
Site 31,2,Female,5,2.6428235779020874,4.036788948062657
Site 31,2,Female,6,2.257951033576215,3.9105639744261973
Site 31,2,Female,7,1.1957596322787571,3.443070275079395
Site 31,2,Female,8,1.851528421590759,4.171538283533151
Site 31,2,Male,9,0.8761747044922649,3.9790205724568675
Site 31,2,Female,10,1.8578993704008977,3.5795221411025504
Site 31,2,Female,11,1.9718435877921592,3.1892546005975166
Site 31,2,Male,12,1.4735902902543139,4.038303929305223
Site 31,2,Female,13,2.47245741900255,4.057471539432492
Site 31,2,Female,14,1.0358688626328367,3.071932569186785
Site 31,2,Female,15,2.685010959850441,2.801424506407835
Site 31,2,Male,16,1.0698152390449318,4.612238524630126
Site 31,2,Female,17,2.2526771916761943,4.060242481891695
Site 31,2,Male,18,1.6519148197468978,3.554266929385104
Site 31,2,Male,19,1.7859006353873905,3.3605289858000935
Site 31,2,Female,20,2.3341537891630892,3.1851209236453926
Site 31,3,Female,1,1.8925586568761272,3.9943298389838775
Site 31,3,Male,2,2.18762908443988,3.9046113782951015
Site 31,3,Female,3,1.484487036416386,3.838414715427252
Site 31,3,Male,4,1.9912742114968836,3.033154670239621
Site 31,3,Male,5,2.8850215749980226,3.5357780323704633
Site 31,3,Female,6,2.0103279923465807,4.094463935438751
Site 31,3,Male,7,1.4534053447161095,3.4824223321704184
Site 31,3,Male,8,2.1358802931463647,3.621012727912162
Site 31,3,Female,9,1.776355976128018,2.99043209555769
Site 31,3,Male,10,1.553601389494367,3.129364990106464
Site 31,3,Female,11,1.881200206729563,3.037070450732831
Site 31,3,Female,12,1.1134946489791764,3.707147495359906
Site 31,3,Female,13,0.9505630645720674,4.5354422328699
Site 31,3,Female,14,1.726847019289313,3.9600960127010865
Site 31,3,Female,15,1.738752433950506,4.022143432703716
Site 31,3,Female,16,2.2744008252908454,3.788379762332768
Site 31,3,Female,17,1.6162471290460918,3.6738570422313117
Site 31,3,Male,18,1.380320574890951,4.060583587762648
Site 31,3,Female,19,1.9928271192054878,3.687598182807392
Site 31,3,Male,20,1.8345383526211312,3.3196852734647893
Site 31,4,Female,1,1.6214883763657313,3.2648691918528696
Site 31,4,Male,2,1.6273787975679042,3.576007946907811
Site 31,4,Male,3,1.5428835622628312,3.0443370569954196
Site 31,4,Female,4,1.3234504118421184,4.003281258630149
Site 31,4,Male,5,2.193837405879654,3.6690842399549988
Site 31,4,Female,6,2.3457990641136695,4.3362000592703875
Site 31,4,Male,7,1.5576844180305929,4.306755989163705
Site 31,4,Male,8,2.0376889773864804,3.6812211110953164
Site 31,4,Male,9,2.3425666048325793,4.217308222718807
Site 31,4,Female,10,2.203202733282789,3.5254012465596523
Site 31,4,Female,11,1.7218209512069071,3.9904316770903825
Site 31,4,Male,12,1.8767776372501912,3.9149037476526187
Site 31,4,Male,13,1.6978049633970171,3.6595385727738536
Site 31,4,Female,14,1.5612614421685274,4.158558090086417
Site 31,4,Male,15,2.081268997114719,3.964967171677242
Site 31,4,Female,16,1.6776232817163659,2.9471046568926855
Site 31,4,Female,17,1.5368682179205742,3.4486235439374275
Site 31,4,Male,18,2.727935568105215,3.721536257804944
Site 31,4,Female,19,2.7695682023108876,3.585795850799042
Site 31,4,Male,20,1.8432866397654346,3.896593545364305
Site 31,5,Female,1,0.9812409443564212,4.031551628593335
Site 31,5,Female,2,2.315855892097696,4.063313728883096
Site 31,5,Male,3,1.6452835483235548,3.5779670980076035
Site 31,5,Female,4,2.1090022414896854,3.8567647550115867
Site 31,5,Female,5,1.334656899653211,4.100039649183978
Site 31,5,Female,6,0.8933573653122722,3.5164230734732915
Site 31,5,Female,7,1.8363915059749205,3.4445634288124007
Site 31,5,Female,8,1.0835942894666,3.939645571555893
Site 31,5,Male,9,1.4325349317603109,3.6621921937371877
Site 31,5,Male,10,1.1305130028071817,4.263235570878643
Site 31,5,Male,11,1.0784104793350018,3.939819419315352
Site 31,5,Female,12,0.8839276125247061,4.650184274747671
Site 31,5,Male,13,2.1139771112140737,3.0957431594788094
Site 31,5,Female,14,1.37483314954283,2.9065776100149767
Site 31,5,Male,15,1.9082032723580027,3.3644084066862954
Site 31,5,Female,16,2.0464250386694247,4.134519132345239
Site 31,5,Male,17,2.502451582269776,3.9458504584900767
Site 31,5,Female,18,1.5993236039260235,4.0965095641233615
Site 31,5,Female,19,2.0452125324516968,3.5838605259749423
Site 31,5,Female,20,1.1626620343829208,4.406126561202068
